"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"6289",0,65,33,84,78,100,100,94,75,71,48,48,23,24,4,0,1,3,0,65,33,84,78,100,100,94,75,71,48,48,23,24,4,0,1,3
"6290",32,84,79,64,85,100,35,78,74,68,100,37,82,0,0,0,9,9,32,84,79,64,85,100,35,78,74,68,100,37,82,0,0,0,9,9
"6291",0,71,1,21,47,0,93,10,100,59,66,95,19,100,10,59,0,10,0,71,1,21,47,0,93,10,100,59,66,95,19,100,10,59,0,10
"6292",31,93,0,56,9,10,61,0,100,32,95,79,50,100,10,68,0,10,31,93,0,56,9,10,61,0,100,32,95,79,50,100,10,68,0,10
"6293",5,64,28,100,63,83,43,43,8,12,0,0,50,2,100,4,2,2,5,64,28,100,63,83,43,43,8,12,0,0,50,2,100,4,2,2
"6294",0,98,76,100,84,77,58,39,37,0,15,17,23,43,100,43,7,2,0,98,76,100,84,77,58,39,37,0,15,17,23,43,100,43,7,2
"6295",0,87,43,100,68,58,63,8,34,0,2,29,51,34,100,41,7,2,0,87,43,100,68,58,63,8,34,0,2,29,51,34,100,41,7,2
"6296",0,80,38,100,95,95,57,71,51,51,100,31,95,2,36,0,3,9,0,80,38,100,95,95,57,71,51,51,100,31,95,2,36,0,3,9
"6297",18,72,59,38,64,0,0,9,50,41,100,73,73,100,9,80,8,1,18,72,59,38,64,0,0,9,50,41,100,73,73,100,9,80,8,1
"6298",26,80,53,100,100,98,93,76,55,59,71,37,37,17,0,0,3,9,26,80,53,100,100,98,93,76,55,59,71,37,37,17,0,0,3,9
"6299",83,100,72,85,28,56,0,22,51,0,100,16,46,37,29,11,6,4,83,100,72,85,28,56,0,22,51,0,100,16,46,37,29,11,6,4
"6300",60,100,47,71,19,38,0,32,52,34,100,43,97,37,83,0,4,6,60,100,47,71,19,38,0,32,52,34,100,43,97,37,83,0,4,6
"6301",52,100,48,66,91,45,48,10,0,0,20,49,39,98,100,100,5,7,52,100,48,66,91,45,48,10,0,0,20,49,39,98,100,100,5,7
"6302",14,61,12,21,48,0,85,24,100,63,83,99,36,100,0,75,0,10,14,61,12,21,48,0,85,24,100,63,83,99,36,100,0,75,0,10
"6303",21,89,0,68,50,37,49,0,7,15,3,68,39,99,100,100,5,7,21,89,0,68,50,37,49,0,7,15,3,68,39,99,100,100,5,7
"6304",18,81,27,54,59,19,18,0,0,35,6,83,51,100,100,100,5,7,18,81,27,54,59,19,18,0,0,35,6,83,51,100,100,100,5,7
"6305",3,100,0,83,2,53,49,40,100,52,92,57,71,29,60,0,4,6,3,100,0,83,2,53,49,40,100,52,92,57,71,29,60,0,4,6
"6306",7,82,69,100,100,73,55,37,15,0,74,0,34,38,0,72,8,9,7,82,69,100,100,73,55,37,15,0,74,0,34,38,0,72,8,9
"6307",0,75,21,55,42,22,18,0,4,35,4,72,42,96,100,100,5,7,0,75,21,55,42,22,18,0,4,35,4,72,42,96,100,100,5,7
"6308",43,99,84,100,80,77,70,59,100,37,80,11,39,0,0,3,3,9,43,99,84,100,80,77,70,59,100,37,80,11,39,0,0,3,3,9
"6309",29,100,0,75,53,54,100,30,78,0,56,25,66,63,15,71,8,5,29,100,0,75,53,54,100,30,78,0,56,25,66,63,15,71,8,5
"6310",0,57,51,68,85,92,100,100,85,73,73,46,64,18,63,0,1,3,0,57,51,68,85,92,100,100,85,73,73,46,64,18,63,0,1,3
"6311",92,100,50,79,20,56,0,34,56,22,100,41,66,23,50,0,4,4,92,100,50,79,20,56,0,34,56,22,100,41,66,23,50,0,4,4
"6312",0,71,39,79,82,100,100,95,93,71,87,46,75,22,84,0,1,3,0,71,39,79,82,100,100,95,93,71,87,46,75,22,84,0,1,3
"6313",38,86,70,69,94,100,36,84,90,79,100,43,68,6,0,0,9,9,38,86,70,69,94,100,36,84,90,79,100,43,68,6,0,0,9,9
"6314",96,43,63,0,1,7,0,57,38,100,100,94,81,45,36,7,0,6,96,43,63,0,1,7,0,57,38,100,100,94,81,45,36,7,0,6
"6315",0,92,31,97,96,100,100,74,72,37,57,0,18,33,73,37,7,2,0,92,31,97,96,100,100,74,72,37,57,0,18,33,73,37,7,2
"6316",28,89,63,100,84,71,69,38,32,14,0,17,52,13,100,0,2,2,28,89,63,100,84,71,69,38,32,14,0,17,52,13,100,0,2,2
"6317",55,100,39,85,12,49,17,12,78,0,100,27,41,38,0,9,6,4,55,100,39,85,12,49,17,12,78,0,100,27,41,38,0,9,6,4
"6318",100,100,48,100,9,75,8,52,61,56,85,25,49,0,0,5,5,4,100,100,48,100,9,75,8,52,61,56,85,25,49,0,0,5,5,4
"6319",0,63,58,85,100,100,78,74,67,46,64,19,0,0,3,3,1,9,0,63,58,85,100,100,78,74,67,46,64,19,0,0,3,3,1,9
"6320",100,100,57,85,26,62,2,36,0,7,44,0,70,20,24,22,6,4,100,100,57,85,26,62,2,36,0,7,44,0,70,20,24,22,6,4
"6321",0,65,2,94,58,100,98,88,72,59,100,28,69,5,24,0,3,3,0,65,2,94,58,100,98,88,72,59,100,28,69,5,24,0,3,3
"6322",33,100,16,84,0,62,24,41,100,48,98,46,91,23,96,0,4,6,33,100,16,84,0,62,24,41,100,48,98,46,91,23,96,0,4,6
"6323",79,93,20,100,30,81,92,80,100,52,94,16,43,0,0,19,9,9,79,93,20,100,30,81,92,80,100,52,94,16,43,0,0,19,9,9
"6324",0,95,3,97,69,100,100,100,52,80,23,55,16,26,34,0,7,3,0,95,3,97,69,100,100,100,52,80,23,55,16,26,34,0,7,3
"6325",49,100,0,30,39,0,100,59,49,79,19,44,85,80,23,21,0,10,49,100,0,30,39,0,100,59,49,79,19,44,85,80,23,21,0,10
"6326",0,38,42,60,74,100,62,61,55,17,3,1,19,0,100,5,1,2,0,38,42,60,74,100,62,61,55,17,3,1,19,0,100,5,1,2
"6327",0,78,34,96,87,100,100,82,59,63,67,39,55,15,11,0,3,3,0,78,34,96,87,100,100,82,59,63,67,39,55,15,11,0,3,3
"6328",4,98,6,73,96,100,16,97,0,72,100,89,51,43,13,0,9,3,4,98,6,73,96,100,16,97,0,72,100,89,51,43,13,0,9,3
"6329",54,90,22,65,100,77,48,100,14,49,0,0,73,16,44,66,8,2,54,90,22,65,100,77,48,100,14,49,0,0,73,16,44,66,8,2
"6330",46,78,59,42,51,0,0,6,47,39,100,69,90,100,21,94,8,1,46,78,59,42,51,0,0,6,47,39,100,69,90,100,21,94,8,1
"6331",42,100,10,77,0,47,68,43,100,68,83,60,66,30,68,0,4,6,42,100,10,77,0,47,68,43,100,68,83,60,66,30,68,0,4,6
"6332",93,75,80,100,0,74,51,38,96,4,6,0,32,43,100,79,8,8,93,75,80,100,0,74,51,38,96,4,6,0,32,43,100,79,8,8
"6333",0,95,45,100,60,64,43,20,23,0,5,39,52,40,100,36,7,2,0,95,45,100,60,64,43,20,23,0,5,39,52,40,100,36,7,2
"6334",75,100,0,88,54,58,100,24,44,0,2,29,41,65,22,96,8,8,75,100,0,88,54,58,100,24,44,0,2,29,41,65,22,96,8,8
"6335",45,84,73,100,100,98,82,72,69,43,61,14,31,0,0,2,3,9,45,84,73,100,100,98,82,72,69,43,61,14,31,0,0,2,3,9
"6336",88,97,28,91,26,43,100,5,0,0,37,51,94,100,31,87,8,1,88,97,28,91,26,43,100,5,0,0,37,51,94,100,31,87,8,1
"6337",81,100,52,87,19,65,0,44,89,40,100,43,78,21,78,0,4,6,81,100,52,87,19,65,0,44,89,40,100,43,78,21,78,0,4,6
"6338",0,65,25,79,55,100,62,92,62,68,62,44,78,22,100,0,1,3,0,65,25,79,55,100,62,92,62,68,62,44,78,22,100,0,1,3
"6339",9,70,32,100,59,78,36,43,0,15,6,10,52,1,100,0,2,2,9,70,32,100,59,78,36,43,0,15,6,10,52,1,100,0,2,2
"6340",100,100,82,92,46,70,16,44,0,15,36,0,60,20,12,32,6,4,100,100,82,92,46,70,16,44,0,15,36,0,60,20,12,32,6,4
"6341",48,88,91,69,76,100,16,75,93,75,100,56,84,11,0,0,9,9,48,88,91,69,76,100,16,75,93,75,100,56,84,11,0,0,9,9
"6342",24,78,59,100,100,91,71,59,61,47,88,19,48,0,0,13,3,9,24,78,59,100,100,91,71,59,61,47,88,19,48,0,0,13,3,9
"6343",48,84,55,58,85,83,34,100,67,65,100,28,59,0,0,0,9,9,48,84,55,58,85,83,34,100,67,65,100,28,59,0,0,0,9,9
"6344",28,64,39,100,78,98,62,61,30,31,0,13,51,10,100,0,2,2,28,64,39,100,78,98,62,61,30,31,0,13,51,10,100,0,2,2
"6345",36,98,8,67,0,21,40,0,85,29,100,72,59,100,15,75,0,5,36,98,8,67,0,21,40,0,85,29,100,72,59,100,15,75,0,5
"6346",10,46,0,71,38,94,79,100,76,75,72,50,76,24,100,0,1,3,10,46,0,71,38,94,79,100,76,75,72,50,76,24,100,0,1,3
"6347",37,75,46,100,69,80,40,44,1,15,0,16,50,7,100,0,2,2,37,75,46,100,69,80,40,44,1,15,0,16,50,7,100,0,2,2
"6348",0,75,21,100,52,81,46,44,17,18,28,24,65,12,100,0,2,2,0,75,21,100,52,81,46,44,17,18,28,24,65,12,100,0,2,2
"6349",13,77,21,58,46,25,11,0,0,42,2,88,49,98,100,100,5,7,13,77,21,58,46,25,11,0,0,42,2,88,49,98,100,100,5,7
"6350",35,79,66,100,87,72,69,38,36,10,0,0,50,4,100,5,2,2,35,79,66,100,87,72,69,38,36,10,0,0,50,4,100,5,2,2
"6351",100,100,78,96,32,66,0,33,11,0,89,11,85,35,3,24,6,4,100,100,78,96,32,66,0,33,11,0,89,11,85,35,3,24,6,4
"6352",35,90,75,100,88,74,58,54,100,41,88,14,44,4,0,0,3,9,35,90,75,100,88,74,58,54,100,41,88,14,44,4,0,0,3,9
"6353",55,94,9,78,56,57,60,4,0,0,4,43,40,93,100,100,5,7,55,94,9,78,56,57,60,4,0,0,4,43,40,93,100,100,5,7
"6354",49,72,46,100,0,71,48,35,79,0,11,21,40,58,100,86,8,8,49,72,46,100,0,71,48,35,79,0,11,21,40,58,100,86,8,8
"6355",8,87,0,43,10,0,61,3,95,38,100,81,53,100,1,83,0,10,8,87,0,43,10,0,61,3,95,38,100,81,53,100,1,83,0,10
"6356",20,67,0,27,36,0,84,17,100,60,77,100,31,85,10,44,0,10,20,67,0,27,36,0,84,17,100,60,77,100,31,85,10,44,0,10
"6357",100,84,57,88,73,43,63,0,0,6,45,45,99,80,83,100,8,1,100,84,57,88,73,43,63,0,0,6,45,45,99,80,83,100,8,1
"6358",54,57,70,100,0,83,37,41,90,0,19,0,36,45,100,82,8,8,54,57,70,100,0,83,37,41,90,0,19,0,36,45,100,82,8,8
"6359",0,75,19,99,57,100,66,73,56,46,38,20,55,2,100,0,2,2,0,75,19,99,57,100,66,73,56,46,38,20,55,2,100,0,2,2
"6360",0,60,34,83,57,100,51,64,48,29,13,0,20,2,100,4,1,2,0,60,34,83,57,100,51,64,48,29,13,0,20,2,100,4,1,2
"6361",15,100,0,79,1,44,55,25,93,54,100,68,75,35,66,0,4,6,15,100,0,79,1,44,55,25,93,54,100,68,75,35,66,0,4,6
"6362",100,100,74,86,48,73,29,59,16,44,6,29,0,15,0,0,1,4,100,100,74,86,48,73,29,59,16,44,6,29,0,15,0,0,1,4
"6363",0,100,19,90,8,60,1,29,53,24,95,43,96,30,100,0,4,6,0,100,19,90,8,60,1,29,53,24,95,43,96,30,100,0,4,6
"6364",15,100,0,58,9,14,47,0,84,16,100,57,77,92,38,95,0,5,15,100,0,58,9,14,47,0,84,16,100,57,77,92,38,95,0,5
"6365",69,67,100,100,42,94,31,57,86,69,90,43,58,7,0,0,9,9,69,67,100,100,42,94,31,57,86,69,90,43,58,7,0,0,9,9
"6366",17,100,0,71,5,43,78,40,100,55,91,59,87,29,78,0,4,6,17,100,0,71,5,43,78,40,100,55,91,59,87,29,78,0,4,6
"6367",19,86,9,55,13,16,60,0,96,33,100,72,57,100,0,82,0,10,19,86,9,55,13,16,60,0,96,33,100,72,57,100,0,82,0,10
"6368",74,100,36,82,0,53,25,31,85,33,100,62,61,35,48,0,4,6,74,100,36,82,0,53,25,31,85,33,100,62,61,35,48,0,4,6
"6369",0,85,34,100,100,94,82,45,49,0,11,3,29,31,96,31,7,2,0,85,34,100,100,94,82,45,49,0,11,3,29,31,96,31,7,2
"6370",0,71,44,85,85,100,100,96,95,71,88,46,86,21,85,0,1,3,0,71,44,85,85,100,100,96,95,71,88,46,86,21,85,0,1,3
"6371",67,89,25,100,33,75,51,94,85,64,100,23,56,0,0,10,9,9,67,89,25,100,33,75,51,94,85,64,100,23,56,0,0,10,9,9
"6372",26,100,11,80,0,46,69,33,100,52,88,66,55,33,20,0,4,6,26,100,11,80,0,46,69,33,100,52,88,66,55,33,20,0,4,6
"6373",100,100,58,79,30,53,18,24,42,0,93,10,52,23,0,16,6,4,100,100,58,79,30,53,18,24,42,0,93,10,52,23,0,16,6,4
"6374",0,69,56,76,85,99,98,100,100,75,97,50,92,25,92,0,1,3,0,69,56,76,85,99,98,100,100,75,97,50,92,25,92,0,1,3
"6375",79,86,27,68,0,35,11,0,70,5,100,37,84,71,43,100,0,5,79,86,27,68,0,35,11,0,70,5,100,37,84,71,43,100,0,5
"6376",0,54,35,63,68,80,98,100,100,85,81,57,64,29,50,0,1,3,0,54,35,63,68,80,98,100,100,85,81,57,64,29,50,0,1,3
"6377",61,73,52,100,14,72,54,36,58,0,0,17,45,49,100,79,8,8,61,73,52,100,14,72,54,36,58,0,0,17,45,49,100,79,8,8
"6378",40,56,100,92,26,100,15,51,77,9,0,0,16,46,100,80,8,8,40,56,100,92,26,100,15,51,77,9,0,0,16,46,100,80,8,8
"6379",27,86,50,100,100,95,64,72,50,47,80,21,53,0,0,3,3,9,27,86,50,100,100,95,64,72,50,47,80,21,53,0,0,3,3,9
"6380",0,50,52,75,100,100,92,63,80,26,45,0,12,3,90,2,1,2,0,50,52,75,100,100,92,63,80,26,45,0,12,3,90,2,1,2
"6381",0,66,21,72,65,88,100,100,94,75,87,49,79,23,79,0,1,3,0,66,21,72,65,88,100,100,94,75,87,49,79,23,79,0,1,3
"6382",78,100,33,80,0,57,69,56,100,68,70,75,43,38,16,0,4,6,78,100,33,80,0,57,69,56,100,68,70,75,43,38,16,0,4,6
"6383",19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0,2,2,19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0,2,2
"6384",8,81,53,100,100,94,64,66,77,54,99,30,54,8,0,0,3,9,8,81,53,100,100,94,64,66,77,54,99,30,54,8,0,0,3,9
"6385",0,45,36,69,68,93,88,100,84,75,84,50,84,24,100,0,1,3,0,45,36,69,68,93,88,100,84,75,84,50,84,24,100,0,1,3
"6386",76,100,52,60,0,27,58,27,100,55,98,85,95,42,90,0,4,6,76,100,52,60,0,27,58,27,100,55,98,85,95,42,90,0,4,6
"6387",15,100,4,72,0,38,48,31,100,38,96,64,81,32,63,0,4,6,15,100,4,72,0,38,48,31,100,38,96,64,81,32,63,0,4,6
"6388",72,100,19,78,26,62,100,66,81,89,53,68,33,33,0,0,4,6,72,100,19,78,26,62,100,66,81,89,53,68,33,33,0,0,4,6
"6389",0,83,33,92,100,100,95,69,60,35,30,0,26,31,86,36,7,2,0,83,33,92,100,100,95,69,60,35,30,0,26,31,86,36,7,2
"6390",63,100,41,72,0,46,4,39,58,32,100,52,86,37,77,0,4,6,63,100,41,72,0,46,4,39,58,32,100,52,86,37,77,0,4,6
"6391",35,55,46,55,100,23,60,0,5,28,32,64,65,100,0,79,8,1,35,55,46,55,100,23,60,0,5,28,32,64,65,100,0,79,8,1
"6392",0,81,43,80,100,100,86,86,57,65,36,43,21,21,18,0,1,3,0,81,43,80,100,100,86,86,57,65,36,43,21,21,18,0,1,3
"6393",10,73,0,38,26,0,75,12,100,52,89,95,39,100,3,67,0,10,10,73,0,38,26,0,75,12,100,52,89,95,39,100,3,67,0,10
"6394",16,100,59,99,69,80,76,64,100,42,85,16,45,2,0,0,3,9,16,100,59,99,69,80,76,64,100,42,85,16,45,2,0,0,3,9
"6395",19,100,0,76,29,53,98,58,100,83,87,68,84,34,86,0,4,6,19,100,0,76,29,53,98,58,100,83,87,68,84,34,86,0,4,6
"6396",0,53,40,72,82,95,100,100,68,75,38,51,18,25,10,0,1,3,0,53,40,72,82,95,100,100,68,75,38,51,18,25,10,0,1,3
"6397",50,100,63,96,30,65,0,36,13,8,85,22,100,30,80,0,4,4,50,100,63,96,30,65,0,36,13,8,85,22,100,30,80,0,4,4
"6398",54,81,46,98,86,100,75,58,43,24,0,0,48,2,100,8,2,2,54,81,46,98,86,100,75,58,43,24,0,0,48,2,100,8,2,2
"6399",35,86,67,100,100,84,57,66,95,44,96,12,48,0,0,11,3,9,35,86,67,100,100,84,57,66,95,44,96,12,48,0,0,11,3,9
"6400",46,90,41,60,99,87,54,100,89,98,100,58,67,20,0,0,9,9,46,90,41,60,99,87,54,100,89,98,100,58,67,20,0,0,9,9
"6401",100,87,52,100,13,75,65,62,96,76,84,41,60,7,0,0,9,9,100,87,52,100,13,75,65,62,96,76,84,41,60,7,0,0,9,9
"6402",2,64,21,100,47,81,30,44,0,12,7,24,53,14,100,0,2,2,2,64,21,100,47,81,30,44,0,12,7,24,53,14,100,0,2,2
"6403",11,74,22,100,93,98,91,69,49,41,0,17,25,0,100,6,2,2,11,74,22,100,93,98,91,69,49,41,0,17,25,0,100,6,2,2
"6404",40,100,0,75,73,40,81,0,1,9,54,51,100,93,15,98,8,1,40,100,0,75,73,40,81,0,1,9,54,51,100,93,15,98,8,1
"6405",0,54,53,76,98,100,91,94,84,68,79,42,70,16,100,0,1,3,0,54,53,76,98,100,91,94,84,68,79,42,70,16,100,0,1,3
"6406",0,44,33,65,73,87,100,100,79,75,56,50,39,24,59,0,1,3,0,44,33,65,73,87,100,100,79,75,56,50,39,24,59,0,1,3
"6407",56,68,100,95,46,100,0,74,48,70,99,62,74,30,40,0,9,9,56,68,100,95,46,100,0,74,48,70,99,62,74,30,40,0,9,9
"6408",58,91,93,100,77,73,97,49,100,20,70,0,26,7,0,28,3,9,58,91,93,100,77,73,97,49,100,20,70,0,26,7,0,28,3,9
"6409",64,94,50,74,90,36,55,0,0,15,48,51,100,86,24,100,8,1,64,94,50,74,90,36,55,0,0,15,48,51,100,86,24,100,8,1
"6410",34,74,62,100,100,86,69,60,75,48,90,19,50,1,0,0,3,9,34,74,62,100,100,86,69,60,75,48,90,19,50,1,0,0,3,9
"6411",1,80,33,100,84,93,54,64,84,44,100,15,52,0,0,1,3,9,1,80,33,100,84,93,54,64,84,44,100,15,52,0,0,1,3,9
"6412",32,82,73,100,100,92,66,66,76,44,92,18,48,3,0,0,3,9,32,82,73,100,100,92,66,66,76,44,92,18,48,3,0,0,3,9
"6413",0,73,25,100,54,99,39,65,18,35,22,7,61,5,100,0,2,2,0,73,25,100,54,99,39,65,18,35,22,7,61,5,100,0,2,2
"6414",0,96,58,100,86,86,65,44,55,0,38,11,38,39,100,42,7,2,0,96,58,100,86,86,65,44,55,0,38,11,38,39,100,42,7,2
"6415",38,77,86,97,100,100,41,92,23,56,80,44,56,12,0,0,5,9,38,77,86,97,100,100,41,92,23,56,80,44,56,12,0,0,5,9
"6416",51,81,86,100,81,85,81,58,88,31,56,6,0,0,100,2,1,2,51,81,86,100,81,85,81,58,88,31,56,6,0,0,100,2,1,2
"6417",2,94,51,100,100,95,69,71,100,46,97,17,51,5,0,0,3,9,2,94,51,100,100,95,69,71,100,46,97,17,51,5,0,0,3,9
"6418",34,100,28,92,0,55,46,37,100,38,80,76,65,40,54,0,4,6,34,100,28,92,0,55,46,37,100,38,80,76,65,40,54,0,4,6
"6419",0,80,25,100,56,97,61,61,40,29,38,0,69,0,100,4,2,2,0,80,25,100,56,97,61,61,40,29,38,0,69,0,100,4,2,2
"6420",39,99,0,65,74,52,74,9,21,0,23,50,24,99,100,100,5,7,39,99,0,65,74,52,74,9,21,0,23,50,24,99,100,100,5,7
"6421",41,100,0,82,18,50,81,39,100,58,68,65,37,33,13,0,4,6,41,100,0,82,18,50,81,39,100,58,68,65,37,33,13,0,4,6
"6422",23,49,81,69,100,100,35,87,33,53,68,21,13,0,0,28,8,9,23,49,81,69,100,100,35,87,33,53,68,21,13,0,0,28,8,9
"6423",40,88,23,45,39,0,85,3,100,49,79,93,32,100,0,67,0,10,40,88,23,45,39,0,85,3,100,49,79,93,32,100,0,67,0,10
"6424",0,95,40,100,59,80,32,56,5,32,14,7,57,0,100,1,2,2,0,95,40,100,59,80,32,56,5,32,14,7,57,0,100,1,2,2
"6425",4,87,17,67,40,34,9,0,0,39,2,84,48,100,100,97,5,7,4,87,17,67,40,34,9,0,0,39,2,84,48,100,100,97,5,7
"6426",39,96,2,70,53,38,63,0,0,10,6,55,31,94,100,100,5,7,39,96,2,70,53,38,63,0,0,10,6,55,31,94,100,100,5,7
"6427",39,86,78,61,100,100,33,85,83,74,83,54,75,6,0,0,9,9,39,86,78,61,100,100,33,85,83,74,83,54,75,6,0,0,9,9
"6428",0,93,40,100,57,56,44,5,20,0,18,34,59,44,100,54,7,2,0,93,40,100,57,56,44,5,20,0,18,34,59,44,100,54,7,2
"6429",68,100,41,94,13,61,0,27,32,0,100,20,60,32,9,7,6,4,68,100,41,94,13,61,0,27,32,0,100,20,60,32,9,7,6,4
"6430",100,93,34,100,0,73,64,71,87,94,74,62,64,31,62,0,9,6,100,93,34,100,0,73,64,71,87,94,74,62,64,31,62,0,9,6
"6431",21,71,65,100,95,77,65,34,24,0,0,10,51,23,100,1,2,2,21,71,65,100,95,77,65,34,24,0,0,10,51,23,100,1,2,2
"6432",0,81,44,100,100,86,79,45,49,5,29,0,26,34,90,32,7,2,0,81,44,100,100,86,79,45,49,5,29,0,26,34,90,32,7,2
"6433",0,95,53,100,100,86,98,51,80,18,55,0,33,31,87,34,7,2,0,95,53,100,100,86,98,51,80,18,55,0,33,31,87,34,7,2
"6434",93,100,60,90,0,55,82,50,100,78,90,86,80,41,71,0,4,6,93,100,60,90,0,55,82,50,100,78,90,86,80,41,71,0,4,6
"6435",25,100,0,66,14,33,76,29,100,47,74,82,48,42,29,0,4,6,25,100,0,66,14,33,76,29,100,47,74,82,48,42,29,0,4,6
"6436",59,100,17,69,0,31,32,0,86,22,100,61,78,97,16,96,0,5,59,100,17,69,0,31,32,0,86,22,100,61,78,97,16,96,0,5
"6437",43,92,70,100,68,66,39,37,0,18,17,34,56,13,100,0,2,2,43,92,70,100,68,66,39,37,0,18,17,34,56,13,100,0,2,2
"6438",8,81,42,98,92,100,100,79,63,60,65,36,44,14,0,0,3,3,8,81,42,98,92,100,100,79,63,60,65,36,44,14,0,0,3,3
"6439",76,76,47,100,0,84,48,66,83,68,100,33,87,0,26,0,9,6,76,76,47,100,0,84,48,66,83,68,100,33,87,0,26,0,9,6
"6440",0,100,46,96,91,94,100,82,72,59,53,33,49,5,66,0,7,3,0,100,46,96,91,94,100,82,72,59,53,33,49,5,66,0,7,3
"6441",0,100,6,81,7,48,97,48,100,84,74,71,55,36,39,0,4,6,0,100,6,81,7,48,97,48,100,84,74,71,55,36,39,0,4,6
"6442",32,97,34,58,61,21,0,0,5,35,55,66,100,100,39,93,8,1,32,97,34,58,61,21,0,0,5,35,55,66,100,100,39,93,8,1
"6443",54,95,22,100,0,61,86,62,100,75,57,100,48,49,47,0,4,6,54,95,22,100,0,61,86,62,100,75,57,100,48,49,47,0,4,6
"6444",0,56,30,73,64,87,99,100,100,79,85,52,79,23,97,0,1,3,0,56,30,73,64,87,99,100,100,79,85,52,79,23,97,0,1,3
"6445",5,85,44,100,72,71,52,33,21,0,0,34,50,41,100,45,7,2,5,85,44,100,72,71,52,33,21,0,0,34,50,41,100,45,7,2
"6446",34,100,21,73,0,44,79,40,97,62,100,54,86,22,79,0,4,6,34,100,21,73,0,44,79,40,97,62,100,54,86,22,79,0,4,6
"6447",16,100,8,83,0,52,40,40,88,55,100,57,75,29,60,0,4,6,16,100,8,83,0,52,40,40,88,55,100,57,75,29,60,0,4,6
"6448",72,91,21,75,13,30,53,0,100,24,100,69,55,100,0,88,0,5,72,91,21,75,13,30,53,0,100,24,100,69,55,100,0,88,0,5
"6449",23,73,30,100,80,93,60,61,90,44,100,10,50,0,0,15,3,9,23,73,30,100,80,93,60,61,90,44,100,10,50,0,0,15,3,9
"6450",0,56,56,69,82,92,92,100,85,75,85,50,86,24,100,0,1,3,0,56,56,69,82,92,92,100,85,75,85,50,86,24,100,0,1,3
"6451",59,43,100,79,64,100,22,66,55,28,12,0,0,27,67,56,8,2,59,43,100,79,64,100,22,66,55,28,12,0,0,27,67,56,8,2
"6452",100,100,61,99,24,66,0,31,22,0,93,13,70,33,3,18,6,4,100,100,61,99,24,66,0,31,22,0,93,13,70,33,3,18,6,4
"6453",4,86,38,100,44,74,24,47,0,20,21,1,60,0,100,1,2,2,4,86,38,100,44,74,24,47,0,20,21,1,60,0,100,1,2,2
"6454",42,100,8,77,0,32,30,0,72,7,100,42,81,80,40,81,0,5,42,100,8,77,0,32,30,0,72,7,100,42,81,80,40,81,0,5
"6455",53,100,30,82,0,61,2,39,79,40,100,44,84,21,100,0,4,6,53,100,30,82,0,61,2,39,79,40,100,44,84,21,100,0,4,6
"6456",21,83,0,65,0,28,35,0,84,17,100,53,84,88,30,100,0,5,21,83,0,65,0,28,35,0,84,17,100,53,84,88,30,100,0,5
"6457",100,88,20,100,43,54,78,10,0,0,12,42,83,74,50,93,8,8,100,88,20,100,43,54,78,10,0,0,12,42,83,74,50,93,8,8
"6458",9,100,4,86,0,62,4,37,54,25,100,42,79,24,84,0,4,6,9,100,4,86,0,62,4,37,54,25,100,42,79,24,84,0,4,6
"6459",0,100,22,86,60,80,100,80,84,65,66,42,51,18,47,0,7,3,0,100,22,86,60,80,100,80,84,65,66,42,51,18,47,0,7,3
"6460",92,78,42,100,0,70,41,36,86,2,19,0,28,34,100,63,8,8,92,78,42,100,0,70,41,36,86,2,19,0,28,34,100,63,8,8
"6461",61,83,4,66,29,100,80,85,100,46,100,6,43,0,0,29,9,9,61,83,4,66,29,100,80,85,100,46,100,6,43,0,0,29,9,9
"6462",42,100,15,73,0,45,4,17,51,0,100,16,92,43,34,39,6,4,42,100,15,73,0,45,4,17,51,0,100,16,92,43,34,39,6,4
"6463",0,17,100,38,96,69,91,100,78,94,70,62,65,31,70,0,1,3,0,17,100,38,96,69,91,100,78,94,70,62,65,31,70,0,1,3
"6464",40,97,0,60,54,41,43,0,12,13,20,60,33,99,100,100,5,7,40,97,0,60,54,41,43,0,12,13,20,60,33,99,100,100,5,7
"6465",71,73,92,100,18,81,25,45,45,9,0,0,18,33,100,52,8,8,71,73,92,100,18,81,25,45,45,9,0,0,18,33,100,52,8,8
"6466",0,44,41,62,78,85,100,100,87,75,70,50,55,25,41,0,1,3,0,44,41,62,78,85,100,100,87,75,70,50,55,25,41,0,1,3
"6467",66,100,39,86,11,64,36,45,100,57,66,45,32,23,0,0,4,6,66,100,39,86,11,64,36,45,100,57,66,45,32,23,0,0,4,6
"6468",62,100,15,83,3,62,0,40,79,34,100,43,79,22,88,0,4,6,62,100,15,83,3,62,0,40,79,34,100,43,79,22,88,0,4,6
"6469",81,100,39,94,69,77,63,73,86,41,100,9,52,0,0,2,9,9,81,100,39,94,69,77,63,73,86,41,100,9,52,0,0,2,9,9
"6470",31,88,3,84,77,100,100,96,69,72,37,49,14,24,0,0,1,3,31,88,3,84,77,100,100,96,69,72,37,49,14,24,0,0,1,3
